2.000000000000000000e+00 2.959144353866577148e+00 2.959144534610910870e+00
3.000000000000000000e+00 6.261597156524658203e+00 6.261600032623027445e+00
4.000000000000000000e+00 9.649459838867187500e+00 9.649481280566774899e+00
5.000000000000000000e+00 1.307337760925292969e+01 1.307444805595667958e+01
6.000000000000000000e+00 1.648718452453613281e+01 1.652029266743309677e+01
7.000000000000000000e+00 1.953207969665527344e+01 1.997959844408446273e+01
8.000000000000000000e+00 2.112802696228027344e+01 2.344834198676201709e+01
9.000000000000000000e+00 2.155732154846191406e+01 2.692408640619781224e+01
1.000000000000000000e+01 2.176496124267578125e+01 3.040513890065174252e+01
1.100000000000000000e+01 2.075770568847656250e+01 3.388874440909835783e+01
1.200000000000000000e+01 2.083381271362304688e+01 3.734010837919787207e+01
1.300000000000000000e+01 2.123290061950683594e+01 4.338431446671836511e+01
1.400000000000000000e+01 2.102383232116699219e+01 4.015313724158988862e+01
1.500000000000000000e+01 2.148727989196777344e+01 4.030836974040974496e+01
1.600000000000000000e+01 2.247694015502929688e+01 4.055145647358663297e+01
1.700000000000000000e+01 2.239466857910156250e+01 4.091680723007006293e+01
1.800000000000000000e+01 2.255587768554687500e+01 4.206768163004215211e+01
1.900000000000000000e+01 2.265208816528320312e+01 4.093096002034610592e+01
2.000000000000000000e+01 2.270372962951660156e+01 4.354336262172874683e+01
2.100000000000000000e+01 2.172336769104003906e+01 4.376535914946161654e+01
2.200000000000000000e+01 2.162081336975097656e+01 4.093301388244632477e+01
2.300000000000000000e+01 2.301609992980957031e+01 4.105939975198089087e+01
2.400000000000000000e+01 2.303511619567871094e+01 4.306744426917775570e+01
2.500000000000000000e+01 2.419533729553222656e+01 4.381312940165717151e+01
2.600000000000000000e+01 2.382009124755859375e+01 4.286369105496694232e+01
2.700000000000000000e+01 2.377667808532714844e+01 4.216190021714572822e+01
2.800000000000000000e+01 2.511230850219726562e+01 4.309055461412405919e+01
2.900000000000000000e+01 2.252373313903808594e+01 4.310148503920208185e+01
3.000000000000000000e+01 2.270691108703613281e+01 4.282364589823355061e+01
3.100000000000000000e+01 2.267181587219238281e+01 4.290284194264749829e+01
3.200000000000000000e+01 2.208912086486816406e+01 4.181138649424191556e+01
3.300000000000000000e+01 2.340281486511230469e+01 4.274826597336681999e+01
3.400000000000000000e+01 2.365908622741699219e+01 4.174659786118338189e+01
3.500000000000000000e+01 2.260918045043945312e+01 4.226549479007857002e+01
3.600000000000000000e+01 2.272107696533203125e+01 4.172384578366690278e+01
3.700000000000000000e+01 2.278845214843750000e+01 4.234049445384584942e+01
3.800000000000000000e+01 2.448591232299804688e+01 4.215145128417861997e+01
3.900000000000000000e+01 2.325947570800781250e+01 4.343667656479185979e+01
4.000000000000000000e+01 2.376177024841308594e+01 4.344913175439697994e+01
4.100000000000000000e+01 2.345463943481445312e+01 4.195096045510472749e+01
4.200000000000000000e+01 2.376284790039062500e+01 4.221191298874238385e+01
4.300000000000000000e+01 2.384779930114746094e+01 4.190328518513241818e+01
4.400000000000000000e+01 2.269766044616699219e+01 4.164423730459918005e+01
4.500000000000000000e+01 2.290185546875000000e+01 4.238114235191510915e+01
4.600000000000000000e+01 2.273822021484375000e+01 4.164336418084894831e+01
4.700000000000000000e+01 2.314775085449218750e+01 4.230958091566230905e+01
4.800000000000000000e+01 2.331666755676269531e+01 4.312324077695942748e+01
4.900000000000000000e+01 2.450266265869140625e+01 4.221341252925920884e+01
5.000000000000000000e+01 2.632613945007324219e+01 4.385492435462280270e+01
5.100000000000000000e+01 2.346378517150878906e+01 4.177193011292274605e+01
5.200000000000000000e+01 2.414056777954101562e+01 4.122481251953634285e+01
5.300000000000000000e+01 2.352149391174316406e+01 4.131083657582975377e+01
5.400000000000000000e+01 2.569050979614257812e+01 4.061261509428786809e+01
5.500000000000000000e+01 2.352487754821777344e+01 4.204704073448112212e+01
5.600000000000000000e+01 2.377760696411132812e+01 4.178820780670184831e+01
5.700000000000000000e+01 2.330378150939941406e+01 4.357534521700633690e+01
5.800000000000000000e+01 2.279406356811523438e+01 4.205323900104819757e+01
5.900000000000000000e+01 2.310196113586425781e+01 4.201612903228159723e+01
6.000000000000000000e+01 2.299227714538574219e+01 4.072796372029148415e+01
6.100000000000000000e+01 2.645839309692382812e+01 4.192774931120757742e+01
6.200000000000000000e+01 2.589264488220214844e+01 4.171894541562335945e+01
6.300000000000000000e+01 2.346349716186523438e+01 4.079805070525440414e+01
6.400000000000000000e+01 2.301983642578125000e+01 4.203382103532199210e+01
6.500000000000000000e+01 2.306587028503417969e+01 4.186797175815277683e+01
6.600000000000000000e+01 2.314530372619628906e+01 4.253062155752623852e+01
6.700000000000000000e+01 2.486088180541992188e+01 4.122514707249550270e+01
6.800000000000000000e+01 2.404447174072265625e+01 4.320455658309259661e+01
6.900000000000000000e+01 2.367674636840820312e+01 4.123439235235623102e+01
7.000000000000000000e+01 2.417985153198242188e+01 4.094388385191180646e+01
7.100000000000000000e+01 2.316799926757812500e+01 4.473287210878434905e+01
7.200000000000000000e+01 2.596765518188476562e+01 4.212191271168496343e+01
7.300000000000000000e+01 2.361476707458496094e+01 4.308851576226241775e+01
7.400000000000000000e+01 2.376474571228027344e+01 4.077034125663788444e+01
7.500000000000000000e+01 2.358776855468750000e+01 4.237135022248504157e+01
7.600000000000000000e+01 2.509827613830566406e+01 4.209863270330212259e+01
7.700000000000000000e+01 2.353695678710937500e+01 4.207790575543243250e+01
7.800000000000000000e+01 2.390581893920898438e+01 4.127068904546337080e+01
7.900000000000000000e+01 2.351552963256835938e+01 4.129689867246502644e+01
8.000000000000000000e+01 2.443402671813964844e+01 4.128138257075964646e+01
8.100000000000000000e+01 2.412497138977050781e+01 4.138423937920247653e+01
8.200000000000000000e+01 2.436302185058593750e+01 4.145703695542108846e+01
8.300000000000000000e+01 2.333412933349609375e+01 4.121756017064028299e+01
8.400000000000000000e+01 2.454623603820800781e+01 4.138818320070968326e+01
8.500000000000000000e+01 2.405449676513671875e+01 4.154832054403151886e+01
8.600000000000000000e+01 2.362363052368164062e+01 4.249690715168620869e+01
8.700000000000000000e+01 2.357543563842773438e+01 4.112551885529764206e+01
8.800000000000000000e+01 2.388729095458984375e+01 4.193556561639873337e+01
8.900000000000000000e+01 2.389900588989257812e+01 4.170919375100746151e+01
9.000000000000000000e+01 2.380867385864257812e+01 4.189339339409907836e+01
9.100000000000000000e+01 2.513546180725097656e+01 4.214445091658988218e+01
9.200000000000000000e+01 2.439064979553222656e+01 4.403340688697932848e+01
9.300000000000000000e+01 2.413305854797363281e+01 4.215728201429227795e+01
9.400000000000000000e+01 2.509604835510253906e+01 4.168089385151603210e+01
9.500000000000000000e+01 2.562619781494140625e+01 4.200672065392643617e+01
9.600000000000000000e+01 2.551113128662109375e+01 4.210939175009701785e+01
9.700000000000000000e+01 2.502110481262207031e+01 4.261303714819593580e+01
9.800000000000000000e+01 2.505884361267089844e+01 4.160942536547575799e+01
9.900000000000000000e+01 2.581006813049316406e+01 4.359809868574689773e+01
1.000000000000000000e+02 2.705810356140136719e+01 4.250762359800802415e+01
1.010000000000000000e+02 2.485797309875488281e+01 4.170748715875915735e+01
