    8     2.20000000     0.81745719     0.70199423     1.56246438     1.06574430     1.05051802
    8     2.20000000     0.81977656     0.70565167     1.56699125     1.06407625     1.05002437
    8     2.20000000     0.82099219     0.70722519     1.56839313     1.06615080     1.04925167
    8     2.20000000     0.81513156     0.69930640     1.55960000     1.09306131     1.05247571
    8     2.20000000     0.82343188     0.70950289     1.56979563     1.05640930     1.04640262
    8     2.20000000     0.82371344     0.70942751     1.57034000     1.03678021     1.04557628
    8     2.20000000     0.82018844     0.70594970     1.56606500     1.07638360     1.04941308
    8     2.20000000     0.82380625     0.71028598     1.57115750     1.04802026     1.04660565
    8     2.20000000     0.82369031     0.71035015     1.57131812     1.05627291     1.04699488
    8     2.30000000     0.75393250     0.61707791     1.45410438     1.18683315     1.08561309
    8     2.30000000     0.75203312     0.61397551     1.45140000     1.17553205     1.08561818
    8     2.30000000     0.75119781     0.61357979     1.45176500     1.18907687     1.08733263
    8     2.30000000     0.75747219     0.62155206     1.45968500     1.17161642     1.08328849
    8     2.30000000     0.74987094     0.61148110     1.44858500     1.19230451     1.08745175
    8     2.30000000     0.75885406     0.62146499     1.45832688     1.16428676     1.07919554
    8     2.30000000     0.75190625     0.61391566     1.45244813     1.18360528     1.08587873
    8     2.30000000     0.75103781     0.61351946     1.45173375     1.19244208     1.08768901
    8     2.30000000     0.75909125     0.62257422     1.45989937     1.16494360     1.08044624
    8     2.30000000     0.75997000     0.62333504     1.46115562     1.15590810     1.07926637
    8     2.40000000     0.68414562     0.52792740     1.34057625     1.18540371     1.12791688
    8     2.40000000     0.68348344     0.52663396     1.34043938     1.17684784     1.12733468
    8     2.40000000     0.68066969     0.52348839     1.33764562     1.17405384     1.12988497
    8     2.40000000     0.68367875     0.52854213     1.34415438     1.19085582     1.13077304
    8     2.40000000     0.67898469     0.52176720     1.33643313     1.19247199     1.13176644
    8     2.40000000     0.68262156     0.52558370     1.33953250     1.17700462     1.12792931
    8     2.40000000     0.68018687     0.52329025     1.33830125     1.18181509     1.13106132
    8     2.40000000     0.67378906     0.51681522     1.33163563     1.20057682     1.13838034
    8     2.40000000     0.68501719     0.52817575     1.34207563     1.16940461     1.12557781
    8     2.40000000     0.68169844     0.52503716     1.33911625     1.19171976     1.12981008
    8     2.60000000     0.53354687     0.35453418     1.11847500     0.97423893     1.24541172
    8     2.60000000     0.53220781     0.35295022     1.11951938     0.95320860     1.24609448
    8     2.60000000     0.53184844     0.35310669     1.11921937     0.95856641     1.24833219
    8     2.60000000     0.52985437     0.35138838     1.11938937     0.97150856     1.25162533
    8     2.60000000     0.52882312     0.35000762     1.11666313     0.96187046     1.25157425
    8     2.60000000     0.53524187     0.35517963     1.12125000     0.95473817     1.23978930
    8     2.60000000     0.52792625     0.34859869     1.11522437     0.95283676     1.25077513
    8     2.60000000     0.53254813     0.35322486     1.11881500     0.95965928     1.24547079
    8     2.60000000     0.53162000     0.35232770     1.11938812     0.95849067     1.24664891
    8     2.60000000     0.53455750     0.35651041     1.12282562     0.97448889     1.24762297
    8     2.80000000     0.42087562     0.23875363     0.95549187     0.67560143     1.34785272
    8     2.80000000     0.42638156     0.24365978     0.96258813     0.68114413     1.34025367
    8     2.80000000     0.41540875     0.23379969     0.95072125     0.67073759     1.35485446
    8     2.80000000     0.41978969     0.23828671     0.95701187     0.67892243     1.35218554
    8     2.80000000     0.41696000     0.23570762     0.95443250     0.67265633     1.35576628
    8     2.80000000     0.41630969     0.23439185     0.95187250     0.66392278     1.35241340
    8     2.80000000     0.41582125     0.23414920     0.95219750     0.66905803     1.35418911
    8     2.80000000     0.42426687     0.24187383     0.95878562     0.68184063     1.34372571
    8     2.80000000     0.41765812     0.23576703     0.95498375     0.66990515     1.35157829
    8     2.80000000     0.42484563     0.24291639     0.95915125     0.68875807     1.34584335
    8     3.00000000     0.34469437     0.16877664     0.83989938     0.47711345     1.42050886
    8     3.00000000     0.34344250     0.16852201     0.84003000     0.48722437     1.42872473
    8     3.00000000     0.34684938     0.17084605     0.84172437     0.48480916     1.42011371
    8     3.00000000     0.35012781     0.17379972     0.84603938     0.49167551     1.41773755
    8     3.00000000     0.34435000     0.16905984     0.84154125     0.48236975     1.42573985
    8     3.00000000     0.34806219     0.17176003     0.84131750     0.48322348     1.41777859
    8     3.00000000     0.34172844     0.16678890     0.83861688     0.47547263     1.42825217
    8     3.00000000     0.34676187     0.17056785     0.84179313     0.47669444     1.41851683
    8     3.00000000     0.34388062     0.16826168     0.84078688     0.47685479     1.42288501
    8     3.00000000     0.35210562     0.17500387     0.84484187     0.49325986     1.41156772
    8     4.00000000     0.20948969     0.06738874     0.55961187     0.17447085     1.53554320
    8     4.00000000     0.20944688     0.06727395     0.55977813     0.17543115     1.53355419
    8     4.00000000     0.20880750     0.06683213     0.55712250     0.17483527     1.53282688
    8     4.00000000     0.20984344     0.06718175     0.55788812     0.17428820     1.52566968
    8     4.00000000     0.20812250     0.06666176     0.55947250     0.17408365     1.53900026
    8     4.00000000     0.20674500     0.06556436     0.55700688     0.17167258     1.53390254
    8     4.00000000     0.20711656     0.06579425     0.55692188     0.17215632     1.53376304
